frame,detections,det_prepare_ms,det_ms,decode_ms,rec_prepare_ms,rec_ms,total_ms
20,0,1.2399999797344208,15.540000021457672,0.004999995231628418,0,0,16.78499999642372
21,0,1.219999998807907,12.804999977350235,0,0,0,14.024999976158142
22,1,1.2949999868869781,16.099999994039536,0,0.4150000214576721,0.2750000059604645,18.08500000834465
23,0,1.405000001192093,17.990000009536743,0.004999995231628418,0,0,19.400000005960464
24,4,1.25,14.46000000834465,0.004999995231628418,1.2599999904632568,0.5649999976158142,17.53999999165535
25,5,1.4650000035762787,17.644999980926514,0,0.9749999940395355,0.5750000178813934,20.65999999642372
26,1,1.2450000047683716,17.299999982118607,0,0.050000011920928955,0.2150000035762787,18.810000002384186
27,0,1.2849999964237213,14.554999977350235,0,0,0,15.839999973773956
28,0,1.1899999976158142,18.685000002384186,0,0,0,19.875
29,0,1.199999988079071,11.080000013113022,0.004999995231628418,0,0,12.284999996423721
30,3,1.1800000071525574,16.969999998807907,0,0.7249999940395355,0.5300000011920929,19.405000001192093
31,6,1.2900000214576721,16.764999985694885,0.004999995231628418,0.9600000083446503,0.6299999952316284,19.650000005960464
32,5,1.3799999952316284,15.495000004768372,0,0.2549999952316284,0.5800000131130219,17.71000000834465
33,4,1.3600000143051147,13.490000009536743,0.004999995231628418,0.19999998807907104,0.41499999165534973,15.469999998807907
34,1,1.4300000071525574,15.699999988079071,0,0.675000011920929,0.24000000953674316,18.0450000166893
35,3,1.2149999737739563,13.6700000166893,0,0.21000000834465027,0.3799999952316284,15.474999994039536
36,0,1.2599999904632568,14.025000005960464,0.004999995231628418,0,0,15.28999999165535
37,1,1.199999988079071,11.895000010728836,0,0.5399999916553497,0.27000001072883606,13.905000001192093
38,0,1.2400000095367432,11.180000007152557,0,0,0,12.4200000166893
39,0,1.2400000095367432,11.590000003576279,0,0,0,12.830000013113022
40,0,1.2150000035762787,15.735000014305115,0.004999995231628418,0,0,16.955000013113022
41,0,1.2100000083446503,17.640000015497208,0,0,0,18.850000023841858
42,1,1.1800000071525574,13.78999999165535,0,0.6099999845027924,0.27000001072883606,15.849999994039536
43,1,1.2249999940395355,17.685000002384186,0,0.4050000011920929,0.2150000035762787,19.530000001192093
44,3,1.354999989271164,15.485000014305115,0,0.22999998927116394,0.39500001072883606,17.46500000357628
45,2,1.550000011920929,15.784999996423721,0,0.09000000357627869,0.35499998927116394,17.780000001192093
46,3,1.399999976158142,16.275000005960464,0,0.7549999952316284,0.375,18.804999977350235
47,3,1.2900000214576721,15.060000002384186,0,0.16999998688697815,0.39500001072883606,16.915000021457672
