frame,detections,det_prepare_ms,det_ms,decode_ms,rec_prepare_ms,rec_ms,total_ms
20,0,1.1800000071525574,875.4650000035763,0.004999995231628418,0,0,876.6500000059605
21,0,1.4550000131130219,857.7400000095367,0,0,0,859.1950000226498
22,1,1.2450000047683716,859.8949999809265,0,0.42000001668930054,32.73499998450279,894.294999986887
23,0,1.2050000131130219,916.494999974966,0,0,0,917.6999999880791
24,4,1.2950000166893005,837.5300000011921,0,1.7049999833106995,26.46500000357628,866.9950000047684
25,4,1.1850000023841858,899.0349999964237,0.004999995231628418,0.7650000154972076,29.349999994039536,930.3400000035763
26,1,1.1800000071525574,865.544999986887,0,0.6350000202655792,33.25999999046326,900.6200000047684
27,0,1.1800000071525574,888.6999999880791,0,0,0,889.8799999952316
28,0,1.2450000047683716,851.9699999988079,0.004999995231628418,0,0,853.2199999988079
29,0,1.2549999952316284,850.4149999916553,0,0,0,851.669999986887
30,3,1.25,868.5949999988079,0,1.1449999809265137,27.67500001192093,898.6649999916553
31,5,1.3349999785423279,865.4000000059605,0,0.8100000023841858,33.17500001192093,900.7199999988079
32,5,1.1899999976158142,843.5900000035763,0,0.7899999916553497,31.875,877.4449999928474
33,4,1.1850000023841858,895.0200000107288,0,0.7449999749660492,35.375,932.3249999880791
34,2,1.2050000131130219,853.1599999964237,0,0.0949999988079071,26.469999998807907,880.9300000071526
35,3,1.3149999976158142,825.6299999952316,0.004999995231628418,0.6800000071525574,26.419999986886978,854.0499999821186
36,0,1.1850000023841858,832.9849999845028,0,0,0,834.169999986887
37,0,1.3800000250339508,856.6550000011921,0.004999995231628418,0,0,858.0400000214577
38,0,1.2450000047683716,882.1700000166893,0.004999995231628418,0,0,883.4200000166893
39,0,1.405000001192093,884.2950000166893,0,0,0,885.7000000178814
40,0,1.1850000023841858,890.6099999845028,0,0,0,891.794999986887
41,0,1.25,892.1949999928474,0,0,0,893.4449999928474
42,1,1.2450000047683716,835.4249999821186,0,0.5150000154972076,25.625,862.8100000023842
43,1,1.2999999821186066,880.6950000226498,0,0.41999998688697815,29.555000007152557,911.9699999988079
44,2,1.2100000083446503,873.4849999845028,0,0.875,30.1700000166893,905.7400000095367
45,2,1.1850000023841858,879.8449999988079,0.004999995231628418,0.09000000357627869,34.860000014305115,915.9850000143051
46,3,1.3400000035762787,862.7100000083447,0.004999995231628418,0.9600000083446503,21.344999998807907,886.3600000143051
47,4,1.1850000023841858,904.1850000023842,0.004999995231628418,0.7299999892711639,30.195000022649765,936.3000000119209
48,2,1.1900000274181366,849.625,0,0.929999977350235,33.61500000953674,885.3600000143051
49,0,1.179999977350235,869.5949999988079,0,0,0,870.7749999761581
50,0,1.2249999940395355,872.0900000035763,0.004999995231628418,0,0,873.3199999928474
51,0,1.2399999797344208,882.3200000226498,0,0,0,883.5600000023842
52,0,1.2399999797344208,863.8250000178814,0.004999995231628418,0,0,865.0699999928474
53,2,1.5450000166893005,896.4849999845028,0,0.8149999976158142,27.84000000357628,926.6850000023842
54,4,1.1850000023841858,874.7650000154972,0.004999995231628418,0.7599999904632568,30.830000013113022,907.5450000166893
55,6,1.1749999821186066,871.3050000071526,0.004999995231628418,1.0450000166893005,26.014999985694885,899.544999986887
56,3,1.1800000071525574,836.8449999988079,0,0.13999998569488525,31.21500000357628,869.3799999952316
57,0,1.1749999821186066,825.035000026226,0,0,0,826.2100000083447
58,0,1.3349999785423279,861.6700000166893,0,0,0,863.0049999952316
59,0,1.2200000286102295,856.9299999773502,0,0,0,858.1500000059605
60,0,1.2600000202655792,883.6850000023842,0,0,0,884.9450000226498
61,0,1.3499999940395355,886.6899999976158,0,0,0,888.0399999916553
62,0,1.2599999904632568,868.7249999940395,0,0,0,869.9849999845028
63,0,1.469999998807907,879.4099999964237,0,0,0,880.8799999952316
64,0,1.2350000143051147,845.5500000119209,0.004999995231628418,0,0,846.7900000214577
65,0,1.3499999940395355,873.5049999952316,0,0,0,874.8549999892712
66,0,1.3050000071525574,873.5749999880791,0.004999995231628418,0,0,874.8849999904633
67,0,1.2399999797344208,874.4850000143051,0,0,0,875.7249999940395
68,0,1.3799999952316284,885.2750000059605,0,0,0,886.6550000011921
69,0,1.4150000214576721,893.0799999833107,0,0,0,894.4950000047684
70,0,1.2649999856948853,883.9300000071526,0.004999995231628418,0,0,885.1999999880791
71,0,1.3399999737739563,878.9300000071526,0,0,0,880.2699999809265
72,0,1.2400000095367432,878.8649999797344,0.005000025033950806,0,0,880.1100000143051
73,0,1.219999998807907,881.2450000047684,0.004999995231628418,0,0,882.4699999988079
74,0,1.3799999952316284,856.4750000238419,0,0,0,857.8550000190735
75,0,1.25,901.9699999988079,0,0,0,903.2199999988079
76,0,1.3849999904632568,898.6800000071526,0,0,0,900.0649999976158
77,0,1.4150000214576721,871.8249999880791,0,0,0,873.2400000095367
78,1,1.4099999964237213,878.2450000047684,0,0.6550000011920929,30.825000017881393,911.1350000202656
79,4,1.2050000131130219,898.7649999856949,0.005000025033950806,0.3149999976158142,36.979999989271164,937.2700000107288
80,4,1.1800000071525574,845.9449999928474,0.004999995231628418,0.28999999165534973,33.94499999284744,881.3649999797344
81,4,1.175000011920929,884.0999999940395,0.030000001192092896,0.9850000143051147,28.889999985694885,915.1800000071526
82,5,1.1749999821186066,863.9800000190735,0,0.45499998331069946,31.884999990463257,897.494999974966
83,4,1.1749999821186066,874.330000013113,0,0.1899999976158142,33.7049999833107,909.3999999761581
84,3,1.1899999976158142,865.0649999976158,0,0.6850000023841858,34.54499998688698,901.4849999845028
85,4,1.1800000071525574,872.6649999916553,0,0.18000000715255737,37.80000001192093,911.8250000178814
86,3,1.1949999928474426,869.6350000202656,0.004999995231628418,0.12999999523162842,31.849999994039536,902.8149999976158
87,3,1.1899999976158142,893.9449999928474,0,0.8600000143051147,35.125,931.1200000047684
88,2,1.1899999976158142,880.1649999916553,0,0.20000001788139343,34.84499999880791,916.4000000059605
89,2,1.1800000071525574,859.1299999952316,0,0.09999999403953552,24.820000022649765,885.2300000190735
90,0,1.1800000071525574,899.3700000047684,0.004999995231628418,0,0,900.5550000071526
91,1,1.2750000059604645,851.4650000035763,0.004999995231628418,0.4150000214576721,34.089999973773956,887.25
92,2,1.1800000071525574,851.669999986887,0,0.13499999046325684,28.740000009536743,881.7249999940395
93,1,1.179999977350235,874.3250000178814,0,0.41499999165534973,30.935000002384186,906.8549999892712
94,0,1.1899999976158142,892.2150000035763,0,0,0,893.4050000011921
95,0,1.344999998807907,860.5750000178814,0,0,0,861.9200000166893
96,0,1.2599999904632568,854.830000013113,0,0,0,856.0900000035763
97,0,1.2450000047683716,862.3850000202656,0,0,0,863.630000025034
98,0,1.274999976158142,885.1100000143051,0,0,0,886.3849999904633
99,1,1.270000010728836,858.5300000011921,0.004999995231628418,0.4950000047683716,27.490000009536743,887.7900000214577
100,1,1.1650000214576721,871.7800000011921,0.004999995231628418,0.04999998211860657,34.40500000119209,907.4050000011921
101,2,1.1800000071525574,872.830000013113,0,0.09000000357627869,34,908.1000000238419
102,1,1.1800000071525574,894.4449999928474,0,0.06000000238418579,33.40999999642372,929.0949999988079
103,1,1.1649999916553497,876.4250000119209,0.004999995231628418,0.5699999928474426,26.46500000357628,904.6299999952316
104,0,1.1850000023841858,890.2100000083447,0,0,0,891.3950000107288
105,2,1.219999998807907,902.3199999928474,0,0.2549999952316284,27.735000014305115,931.5300000011921
106,0,1.1800000071525574,897.1049999892712,0.004999995231628418,0,0,898.2899999916553
107,1,1.2349999845027924,882.6450000107288,0,0.4099999964237213,27.935000002384186,912.2249999940395
108,1,1.2350000143051147,843.6099999845028,0,0.08000001311302185,36.5,881.4250000119209
109,0,1.1850000023841858,863.7549999952316,0,0,0,864.9399999976158
110,1,1.3350000083446503,885.2649999856949,0,0.04500001668930054,34.560000002384186,921.205000013113
111,0,1.1800000071525574,863.589999973774,0,0,0,864.7699999809265
112,0,1.3550000190734863,889.9149999916553,0,0,0,891.2700000107288
113,3,1.4399999976158142,899.8549999892712,0.004999995231628418,0.8799999952316284,38.150000005960464,940.3299999833107
114,1,1.1850000023841858,881.1299999952316,0.004999995231628418,0.6450000107288361,31.794999986886978,914.7599999904633
115,0,1.1949999928474426,898.3449999988079,0,0,0,899.5399999916553
116,2,1.229999989271164,885.2199999988079,0,0.7150000035762787,36.66499999165535,923.8299999833107
117,1,1.1800000071525574,884.3799999952316,0,0.04999998211860657,31.9200000166893,917.5300000011921
118,1,1.2100000083446503,893.8149999976158,0,0.04499998688697815,33.49500000476837,928.5649999976158
119,2,1.1649999916553497,885.6650000214577,0,0.6649999916553497,35,922.4950000047684
120,3,1.1800000071525574,872.6349999904633,0,0.13500002026557922,29.34000000357628,903.2900000214577
121,1,1.175000011920929,869.0600000023842,0,0.050000011920928955,29.474999994039536,899.7600000202656
122,1,1.1850000023841858,889.6500000059605,0,0.4099999964237213,27.939999997615814,919.1850000023842
123,1,1.1899999976158142,885.1299999952316,0,0.08000001311302185,32.939999997615814,919.3400000035763
124,3,1.1800000071525574,860.0399999916553,0,0.13499999046325684,29.890000015497208,891.2450000047684
125,4,1.1800000071525574,887.7150000035763,0,0.8350000083446503,35.979999989271164,925.7100000083447
126,6,1.1800000071525574,868.1399999856949,0,0.5800000131130219,33.48499998450279,903.3849999904633
127,4,1.1850000023841858,903.7300000190735,0,0.9899999797344208,39.025000005960464,944.9300000071526
128,6,1.1850000023841858,897.8899999856949,0,0.28999999165534973,32.599999994039536,931.964999973774
129,5,1.1899999976158142,900.8050000071526,0,0.8199999928474426,33.58500000834465,936.4000000059605
130,5,1.1849999725818634,909.5450000166893,0,0.23499998450279236,27.230000019073486,938.1949999928474
131,2,1.2050000131130219,910.6850000023842,0,0.09999999403953552,30.62000000476837,942.6100000143051
132,0,1.2000000178813934,906.5399999916553,0.004999995231628418,0,0,907.7450000047684
133,1,1.25,887.0999999940395,0,0.4300000071525574,33.19499999284744,921.9749999940395
134,1,1.1899999976158142,869.3599999845028,0.004999995231628418,0.10500001907348633,32.34000000357628,903
135,0,1.175000011920929,886.8149999976158,0,0,0,887.9900000095367
136,2,1.274999976158142,883.3200000226498,0,0.7349999845027924,26.830000013113022,912.1599999964237
137,2,1.1899999976158142,896.5300000011921,0,0.6200000047683716,36.83499997854233,935.1749999821186
138,4,1.2050000131130219,885.1349999904633,0,0.2150000035762787,30.805000007152557,917.3600000143051
139,6,1.175000011920929,897.6749999821186,0,0.26500001549720764,29.16499999165535,928.2800000011921
140,1,1.2000000178813934,895.7699999809265,0.004999995231628418,0.5800000131130219,33.40500000119209,930.9600000083447
141,2,1.1850000023841858,914.6599999964237,0.004999995231628418,0.125,32.4200000166893,948.3950000107288
142,4,1.199999988079071,901.8850000202656,0.004999995231628418,0.3449999988079071,30.19999998807907,933.6349999904633
143,4,1.1899999976158142,865.1450000107288,0,0.8699999749660492,28.42500001192093,895.6299999952316
144,1,1.195000022649765,883.0499999821186,0.004999995231628418,0.050000011920928955,32.71000000834465,917.0100000202656
145,1,1.1800000071525574,864.7750000059605,0.004999995231628418,0.4050000011920929,33.11500000953674,899.4800000190735
146,7,1.1899999976158142,899.3700000047684,0,0.42000001668930054,34.10999998450279,935.0900000035763
147,7,1.1850000023841858,886.3199999928474,0,0.5049999952316284,35,923.0099999904633
